65536,0.0
196613,0.0
163850,0.0
54615,0.0
196625,0.0
131090,0.0
21,0.0
131094,0.0
131095,0.0
170217,0.0
229404,0.0
21850,0.0
163870,0.0
229409,0.0
37,0.0
174769,0.0
42,0.0
163883,0.0
44,0.0
163887,0.0
32825,0.0
32831,0.0
196673,0.0
131138,0.0
109238,0.0
196679,0.0
196681,0.0
196682,0.0
196683,0.0
196685,0.0
196686,0.0
196688,0.0
196689,0.0
196690,0.0
196692,0.0
196693,0.0
196695,0.0
196698,0.0
163943,0.0
163944,0.0
65642,0.0
65643,0.0
65645,0.0
65646,0.0
65649,0.0
131188,0.0
65653,0.0
163958,0.0
65656,0.0
245781,0.0
229505,0.0
229515,0.0
202093,0.0
212988,0.0
229524,0.0
149,0.0
151,0.0
152,0.0
153,0.0
229533,0.0
158,0.0
196767,0.0
131232,0.0
196773,0.0
196774,0.0
196779,0.0
229548,0.0
196783,0.0
176,0.0
179,0.0
182,0.0
98500,0.0
32971,0.0
32972,0.0
131277,0.0
202104,0.0
211,0.0
32981,0.0
131286,0.0
131288,0.0
164057,0.0
32986,0.0
164059,0.0
32989,0.0
32990,0.0
164063,0.0
164067,0.0
164072,0.0
164073,0.0
164074,0.0
164076,0.0
253150,0.0
65790,0.0
131339,0.0
202117,0.0
229670,0.0
180273,0.0
256733,0.0
308,0.0
312,0.0
196938,0.0
164172,0.0
196946,0.0
33116,0.0
349,0.0
164190,0.0
65913,0.0
196996,0.0
33159,0.0
33160,0.0
131469,0.0
33167,0.0
33169,0.0
33170,0.0
33174,0.0
98711,0.0
33184,0.0
33187,0.0
33189,0.0
33191,0.0
33192,0.0
33193,0.0
33194,0.0
33195,0.0
33196,0.0
33197,0.0
33199,0.0
33201,0.0
33202,0.0
33203,0.0
33204,0.0
33206,0.0
33209,0.0
33211,0.0
33213,0.0
33214,0.0
33215,0.0
33216,0.0
33223,0.0
33228,0.0
33229,0.0
33230,0.0
197078,0.0
164311,0.0
229861,0.0
174844,0.0
229867,0.0
514,0.0
515,0.0
522,0.0
131615,0.0
131617,0.0
33317,0.0
174855,0.0
174856,0.0
103861,0.0
33352,0.0
33354,0.0
33356,0.0
131663,0.0
33361,0.0
33363,0.0
197235,0.0
245525,0.0
33408,0.0
215610,0.0
164484,0.0
33414,0.0
33415,0.0
33416,0.0
33417,0.0
33418,0.0
33419,0.0
33420,0.0
33421,0.0
33422,0.0
230031,0.0
33425,0.0
66194,0.0
66195,0.0
33432,0.0
33437,0.0
672,0.0
197284,0.0
131754,0.0
686,0.0
689,0.0
690,0.0
245875,0.0
65652,0.0
66243,0.0
164549,0.0
99017,0.0
99020,0.0
229496,0.0
66261,0.0
164567,0.0
66273,0.0
99049,0.0
746,0.0
230143,0.0
260806,0.0
99094,0.0
234970,0.0
802,0.0
806,0.0
245895,0.0
99120,0.0
240435,0.0
823,0.0
230201,0.0
230202,0.0
843,0.0
33615,0.0
253146,0.0
66386,0.0
856,0.0
230239,0.0
230241,0.0
230242,0.0
99171,0.0
230247,0.0
230248,0.0
184430,0.0
261657,0.0
66429,0.0
244849,0.0
66461,0.0
245918,0.0
99264,0.0
197569,0.0
33736,0.0
164826,0.0
1002,0.0
257540,0.0
197617,0.0
197624,0.0
230394,0.0
256853,0.0
230418,0.0
230420,0.0
230421,0.0
