59	96782
59	235210
71	179116
81	17608
81	11540
81	6472
81	89277
81	27304
84	98692
84	195615
84	23114
84	26571
84	260902
84	39591
124	244914
124	238841
124	90173
124	121160
124	137021
156	228513
156	10477
169	253638
169	109948
169	520
169	252814
180	150804
180	83403
180	198952
180	233506
180	236224
190	250417
190	57863
190	251313
205	252682
205	201586
229	180731
229	11312
251	49329
251	175434
251	23343
251	44393
251	124311
254	191724
254	261853
306	137807
306	181421
391	124981
391	149272
391	109675
391	172004
410	31939
410	227879
415	217621
415	82375
415	239353
415	112367
415	7310
415	198106
442	260725
442	3193
442	35402
442	245350
442	145391
499	94209
499	23270
499	179334
555	233240
555	240055
555	98696
555	253572
589	106555
589	17640
589	162948
656	22979
656	259826
656	259285
669	210752
679	88147
679	62347
730	113331
730	29712
741	144140
741	25761
748	137385
748	224129
748	4956
748	17820
748	19698
748	47640
758	161221
758	153998
770	194393
770	159942
770	116565
770	239867
786	223892
786	197230
786	202202
786	54729
786	193146
854	150336
854	60853
854	203169
854	154838
854	250211
857	38084
857	205467
857	129601
857	17310
857	70271
857	210291
862	195705
862	257231
862	98211
862	74710
864	260263
864	26328
865	85296
865	236792
865	158596
866	80020
866	192708
866	155746
866	134976
866	229631
866	122196
866	160227
867	46107
867	48847
868	174003
868	63946
868	186419
868	62696
868	49936
873	131282
873	102409
873	130874
873	168579
873	149804
873	130493
879	60679
879	7524
879	176509
879	139074
879	56590
881	261942
887	118609
887	117291
887	32671
909	42063
909	236145
909	213374
911	245298
911	211900
911	145857
911	221614
911	200660
911	83040
921	169253
921	194762
921	100193
921	55882
921	245766
921	109630
921	71304
943	164713
943	204883
943	80175
970	110336
970	25116
970	192812
970	240906
970	80377
970	38667
994	152154
994	248522
994	144422
994	84038
994	210042
994	242216
994	80424
996	209884
996	104614
996	158337
996	83986
996	234011
996	131766
1014	60418
1014	87466
1014	65695
1014	230558
1014	63344
1014	115080
1015	12156
1015	247283
1015	216983
1015	168972
1015	125553
1016	154697
1016	19697
1016	38318
1016	200020
1016	170869
1016	37241
1047	71393
1072	157073
1072	180489
1077	26792
1077	7190
1114	153985
1114	125999
1114	61171
1114	64954
1128	40568
1128	61491
1192	167566
1192	201913
1263	128070
1263	200042
1263	97188
1263	63895
1263	17425
1267	229476
1267	104727
1267	213756
1267	56372
1272	23056
1272	59399
1272	143832
1272	76524
1272	183513
1283	226948
1283	13855
1283	189976
1283	258259
1283	52504
1283	240247
1283	261355
1284	253538
1284	46705
1284	226746
1286	96719
1286	127236
1286	192245
1286	16299
1286	250808
1289	39370
1295	43649
1307	132941
1307	137609
1307	146089
1310	184194
1310	31674
1312	115901
1312	171115
1312	157074
1312	62700
1312	132921
1312	36794
1312	40721
1321	187782
1321	195330
1321	250407
1321	48849
1321	45545
1321	44437
1321	137367
1350	63064
1350	41793
1350	207440
1366	93069
1366	181414
1366	200594
1366	125209
1366	4666
1366	160791
1366	40193
1438	166390
1479	18821
1479	109643
1479	53342
1479	45475
1481	82599
1481	223135
1481	212540
1481	146258
1481	88709
1491	48312
1491	207587
1491	63066
1491	45600
1581	190223
1581	69107
1581	164195
1581	217350
1581	141521
1606	193312
1633	191997
1633	166243
1633	91325
1685	38309
1685	147501
1698	35363
1698	12039
1698	18136
1698	43128
1698	54465
1698	99635
1698	63568
1734	254035
1734	249977
1761	137656
1761	177008
1767	40840
1767	86128
1789	73789
1789	17648
1814	1374
1814	44517
1814	259631
1891	42038
1915	191730
1942	72568
1942	129460
1942	120396
1942	87915
1942	137629
1944	143239
1944	3731
1944	220909
1944	63004
2012	37124
2012	5026
2012	211713
2012	34678
2035	135404
2035	229583
2045	87058
2045	102714
2045	240012
2069	94354
2069	223029
2100	184020
2100	136549
2100	209386
2100	78664
2100	78793
2134	232357
2134	163780
2134	212973
2134	250521
2134	166877
2134	138518
2136	109160
2136	234976
2149	187470
2205	182644
2205	85538
2205	223144
2205	117719
2205	103088
2266	76302
2266	211512
2266	106057
2266	124397
2266	33384
2266	43613
2266	249964
2288	158661
2288	165991
2288	241404
2288	5679
2288	16583
2321	1376
2321	119658
2321	254439
2321	97011
2321	93530
2321	252576
2321	106784
2334	92193
2334	109645
2335	6467
2335	204438
2337	63038
2337	250506
2337	154766
2337	146255
2352	218108
2359	232624
2359	118124
2359	261157
2375	205358
2375	73336
2415	166862
2415	165371
2436	105693
2436	218993
2439	230787
2439	61118
2444	75071
2497	107812
2497	33800
2497	259156
2497	75304
2497	45443
2573	79734
2573	20168
2573	247883
2573	224741
2573	261316
2573	155295
2580	36444
2596	117429
2596	187702
2596	46478
2596	177241
2668	203535
2668	214610
2672	97257
2672	49004
2672	210768
2672	149478
2672	137272
2715	189753
2715	102197
2715	141351
2715	121739
2715	216135
2715	5014
2745	195059
2745	184679
2746	5978
2746	221926
2746	117876
2746	36268
2781	104003
2797	122202
2797	112175
2797	88455
2800	64538
2800	237281
2800	127913
2800	27091
2800	230824
2800	54376
2813	127388
2813	32746
2813	207709
2813	241588
2813	142045
2813	166488
2820	7671
2820	118246
2820	147351
2820	34734
2823	187915
2866	217676
2866	86420
2866	147213
2903	132607
2921	258945
2921	515
2921	31831
2921	223280
2929	37138
2932	128680
2932	67400
2932	3385
2932	240741
2932	89187
2932	202028
2937	28489
2937	202504
2937	161870
2937	198958
2937	194757
2937	56210
2937	25435
