59	73412
59	523547
59	352923
59	447525
59	310358
59	109094
71	345381
81	303322
84	281738
84	492222
84	428731
84	24158
84	252585
84	90124
84	132144
124	356083
124	484539
124	67905
124	244562
180	409465
180	508331
180	544595
180	19603
190	36203
190	273937
190	369609
190	167080
251	422302
254	449143
254	171130
254	279059
254	259893
254	171290
254	209110
254	539696
391	370926
391	58190
391	126811
391	51236
391	187551
391	349849
410	279718
410	22708
410	23030
410	218029
410	41290
442	277096
442	39740
442	452595
442	293617
442	183894
442	421602
656	360650
656	35072
656	351277
656	38181
656	231218
656	520642
758	18701
758	267375
758	385914
770	394971
770	132908
770	534918
770	350421
770	486804
770	327871
770	117685
786	279551
786	221018
786	518077
786	534383
786	373088
786	180922
786	228252
854	100623
854	234734
854	469396
854	254527
862	363114
862	113743
862	8662
862	12880
862	403540
864	330796
864	393388
864	535115
864	524884
864	20704
864	542210
864	80780
865	486479
865	496739
865	1426
865	55583
865	61940
866	400206
866	309953
866	272799
866	103598
866	459205
866	75113
866	498417
881	264293
887	529550
887	94581
887	456906
887	254170
887	244148
887	315104
887	514693
911	215323
921	47633
921	111159
921	485338
943	317016
943	452616
943	500379
943	118346
943	380416
943	36712
970	96673
970	62371
970	544648
1014	81469
1014	322961
1014	140886
1014	71229
1014	477000
1014	429092
1014	519387
1015	341967
1015	339547
1047	144525
1047	447029
1047	417577
1047	206284
1047	79303
1072	25105
1072	367331
1072	536320
1077	394302
1077	525798
1114	362009
1114	383341
1114	444169
1114	219129
1114	384102
1114	127964
1128	472203
1128	118802
1192	203271
1192	1880
1192	353876
1192	511644
1263	488987
1263	180656
1263	283455
1263	40622
1263	468765
1263	327242
1263	499768
1272	154137
1272	250134
1272	371397
1272	205129
1272	324265
1272	504292
1272	526503
1283	548151
1284	127043
1284	18331
1284	320074
1284	463752
1284	43075
1295	72147
1295	220772
1295	547604
1307	175437
1310	79466
1310	336923
1310	459257
1310	107443
1310	525402
1312	44953
1312	389763
1312	529450
1312	403841
1312	44797
1491	262748
1491	271564
1491	543470
1491	386362
1491	300102
1685	537087
1685	95635
1685	336865
1685	231259
1685	54851
1685	185300
1698	489657
1698	537952
1761	141924
1761	374860
1767	110272
1767	2279
1767	405753
1767	217189
1767	51555
1767	322286
1814	307884
1814	535774
1814	494778
1814	340525
2012	55793
2069	317750
2069	119804
2069	450758
2069	74738
2069	65656
2069	387907
2069	348558
2134	17187
2134	179574
2134	48948
2134	443498
2134	53351
2136	153100
2136	223312
2136	167918
2136	423922
2136	517092
2149	57297
2149	335466
2149	51975
2205	142595
2205	429661
2205	472461
2205	179583
2205	504237
2288	282310
2288	375143
2321	268927
2334	233599
2334	337810
2334	464600
2335	516526
2335	186396
2335	250905
2335	58130
2335	178656
2337	470600
2352	177783
2352	394875
2352	327272
2352	222728
2359	114307
2359	381921
2359	61977
2359	277731
2359	268674
2359	195240
2375	378113
2375	75831
2375	281768
2415	171086
2439	374895
2439	545987
2439	370214
2439	377107
2439	307135
2444	474089
2444	364533
2444	512737
2444	316328
2444	336966
2497	335249
2497	517680
2497	396214
2497	437475
2497	274020
2573	538265
2573	69719
2573	365107
2573	298521
2573	399303
2672	465747
2672	406363
2715	171567
2715	229801
2715	92905
2746	419290
2781	462138
2781	188897
2781	29066
2781	333956
2781	424807
2781	516460
2797	122712
2797	160308
2797	274391
2797	443674
2823	360806
2866	285364
2866	695
2866	212535
2866	30877
2903	150844
2903	35091
2903	534580
2903	515971
2903	106050
2903	125241
2939	65119
2939	356300
2939	84354
2956	7779
2956	88632
2956	85115
2956	287782
2956	253582
2968	426867
2968	523101
2968	343406
2968	254733
2970	54567
2970	277906
2970	103797
2970	224705
2970	447892
3008	328704
3008	534307
3008	231836
3008	234452
3008	308189
3111	404118
3111	419999
3111	362256
3175	416143
3175	228044
3175	31556
3248	183670
3248	487454
3248	250427
3248	85508
3248	411954
3299	469608
3299	55808
3299	354401
3299	410902
3299	397755
3299	183499
3369	180647
3369	466124
3369	440548
3369	395952
3369	502846
3380	262789
3380	295552
3380	368331
3380	25725
3380	250028
3406	303214
3406	132516
3406	420984
3409	192865
3429	89073
3457	202048
3464	338121
3464	538856
3464	260614
3464	188835
3522	216665
3534	271490
3534	314791
3543	245143
3543	167424
3543	303953
3543	414415
3543	15202
3543	137581
3575	7485
3575	43727
3575	12950
3575	139287
3575	150659
3577	347251
3577	290875
3577	296819
3577	308817
3647	542693
3649	389252
3655	403657
3655	360733
3655	406427
3655	372481
3655	416780
3655	297575
3655	149124
3696	137121
3784	543314
3827	319178
3827	367050
3827	259091
3827	259927
3903	204314
3903	19542
3903	118182
3903	183042
3903	541030
3903	351661
3905	536246
3905	416061
3905	195219
3905	196034
3905	63285
3905	275207
3905	73812
4016	337675
4016	112808
4016	194882
4018	441444
4018	148620
4018	448174
4018	275679
4030	336266
4035	127272
4035	127283
4035	477697
4035	294367
4035	206747
4035	282320
4035	203704
4092	257896
4168	507893
4168	164201
4168	101310
4168	151009
4168	112171
4177	164693
4177	485075
4177	444826
4177	240274
4177	210188
4177	463487
4177	133421
4193	518096
4193	152854
4193	187337
4193	538759
4193	128595
4193	276152
4193	188295
4209	234165
4209	19192
4209	525022
4209	326311
4209	86809
4209	526436
4213	171601
4213	272509
4236	352410
4236	438739
4236	170863
4236	125786
4236	54850
4236	15958
4236	199344
4240	184540
4240	479762
4240	479705
4240	525979
4240	481250
4240	480403
4268	150899
4268	268242
4268	232600
4268	444104
4268	193291
4268	406051
4268	47240
4374	547866
4440	423182
4440	267505
4473	425800
4491	199775
4491	189892
4491	249586
4491	519000
4501	449326
4505	393432
4505	251209
4505	168064
4545	302174
4545	397568
4545	340983
4569	300397
4569	533506
4569	247335
4569	461583
4569	528417
4569	280298
4569	301505
4589	291134
4589	108594
4589	460445
4589	345042
4589	326510
4589	60812
4600	3447
4632	329564
4632	371796
4688	524337
4688	186501
4688	277024
4688	437427
4812	538319
4812	382089
4812	384853
4812	190282
4812	326504
4852	228997
4861	60853
4861	390132
4941	336710
4941	208237
4941	55277
4941	49293
4941	72407
4941	19508
4982	528010
4982	286580
4982	440102
4982	160018
4982	448751
5041	151481
