21	212128
21	301038
42	300114
42	326985
158	336557
158	96521
158	15306
176	110401
176	498075
179	323014
179	503134
179	41247
179	250044
182	1015
182	523929
182	12203
182	354154
211	430283
211	294866
211	413869
211	527598
211	317829
211	343896
211	20882
312	349721
312	66913
312	203511
312	109434
312	242155
349	424098
514	78580
514	104688
514	534592
514	451976
514	185604
514	216915
514	138748
515	120862
522	117322
522	83493
522	382378
522	547437
522	446711
653	520321
653	121959
653	496461
672	501128
672	441791
672	532068
672	411465
672	61955
686	224909
686	469997
686	198066
686	428166
686	548275
686	91275
690	489029
746	373137
746	93880
746	424667
746	41791
746	512377
802	288871
806	28153
806	158567
806	544747
806	152019
806	442825
806	19872
1002	51209
1002	531842
1002	199345
1002	355764
1049	266962
1049	539858
1049	172865
1049	297165
1204	404885
1204	442990
1204	544258
1277	33962
1277	187479
1277	512194
1277	211206
1278	340207
1285	7831
1285	13641
1285	503867
1287	116643
1287	103999
1288	152103
1288	45319
1288	276914
1288	277850
1288	301608
1288	29577
1288	2067
1290	7758
1293	484078
1362	172132
1362	44055
1362	103554
1362	79168
1362	308947
1362	359499
1467	36749
1467	485291
1467	547659
1467	96966
1467	34715
1504	231722
1504	182068
1504	265106
1562	214283
1562	410756
1562	78749
1562	316394
1562	90584
1562	449373
1562	71368
1608	302054
1608	276538
1608	170329
1608	132201
1608	422886
1608	73752
1619	435285
1619	302008
1619	48627
1619	346669
1619	244443
1619	2535
1622	474095
1622	256489
1622	452879
1622	411950
1622	74718
1625	178627
1625	305578
1625	411389
1625	383124
1627	506844
1627	460242
1627	40845
1627	126775
1627	59307
1627	511256
1628	264288
1628	407273
1628	474264
1628	447259
1628	167360
1629	492345
1629	172161
1630	458984
1630	71172
1630	275384
1630	241985
1631	394535
1631	68729
1631	193695
1632	99371
1632	523882
1632	539206
1632	191474
1635	12234
1635	413703
1635	268774
1635	49711
1637	474177
1639	474923
1639	155581
1639	429395
1639	67100
1639	364818
1640	503875
1640	503991
1640	14048
1640	532699
1640	263532
1641	111504
1654	131913
1654	172878
1654	136243
1670	548054
1670	426805
1670	468293
1677	206152
1678	462924
1678	61646
1678	380607
1678	311376
1678	413857
1678	286008
1678	101816
1679	215603
1679	39283
1679	382487
1679	445699
1681	279638
1682	396352
1682	329914
1682	530182
1682	207311
1682	419167
1682	216853
1682	337097
1684	212996
1684	320212
1684	227936
1684	119463
1684	231723
1687	361605
1687	212488
1687	274706
1700	329026
1700	409760
1700	231600
1700	215328
1700	363711
1722	417147
1787	307109
1787	130126
1787	379283
1787	377233
1871	544387
1871	281422
1871	165428
1871	78589
1871	326977
1875	227230
1875	210201
1875	547893
1875	125513
1875	449228
1880	547866
1880	227398
1880	193414
1880	51673
1880	276927
1880	115503
1880	144620
1881	285053
1881	53071
1881	31147
1881	332911
1881	162964
1881	74840
1881	358056
1884	492659
1898	179424
1898	114721
1898	383781
1938	412206
1938	87680
1938	194167
1938	76998
1938	525367
1966	163649
1966	502662
1966	34192
1966	300646
2058	88574
2058	252842
2058	282781
2058	368018
2216	337816
2216	466181
2216	494498
2302	327566
2302	479424
2302	521344
2302	263653
2302	288668
2302	445652
2305	569
2305	169580
2305	368978
2305	248561
2502	490146
2502	319431
2502	418553
2502	353898
2502	264162
2502	170336
2502	298802
2533	15970
2533	67981
2533	512381
2640	535945
2640	26470
2640	274236
2640	140815
2640	233222
2687	7923
2687	472099
2687	484917
2687	277032
2687	120358
2687	210367
2711	495769
2711	89793
2720	284030
2720	472654
2720	25772
2720	544793
2770	152442
2770	400214
2770	159737
2770	471140
2770	16767
2783	26772
2783	236441
2783	410903
2783	126508
2783	500273
2783	207201
2826	97334
2831	174273
2894	140450
2894	261039
2944	265000
2944	41431
2955	314881
3073	268762
3112	204919
3112	200510
3112	178374
3112	105858
3112	260012
3152	500220
3152	513005
3152	598
3152	490281
3152	460938
3152	492228
3212	32448
3423	156456
3423	424637
3423	388502
3423	232358
3423	89701
3423	45711
3433	379347
3433	175245
3433	413084
3440	179807
3455	86068
3455	259449
3455	281733
3455	277850
3455	120456
3455	25046
3549	324412
3549	473417
3549	255344
3549	84221
3592	398225
3592	494218
3622	518475
3622	73878
3679	321184
3679	412887
3679	189443
3679	419965
3679	110741
3679	469455
3679	440601
3786	541299
3786	267873
3786	152868
3786	353820
3786	238080
3813	29868
3813	171066
3813	241883
3813	285414
3813	21882
3853	152047
3853	376678
3853	260998
3853	218258
3853	202168
3996	5771
3996	418023
3996	200207
3996	31542
3996	226503
3996	344943
4006	423338
4006	24987
4007	546209
4007	90681
4007	1112
4007	505906
4023	548361
4023	378989
4023	440978
4023	443918
4023	349262
4024	223179
4024	337495
4024	86963
4024	193459
4024	466046
4026	119128
4026	265628
4026	460690
4026	445737
4026	206666
4026	537100
4026	172950
4027	370127
4027	526189
4027	254312
4028	238496
4029	389415
4029	484910
4029	65204
4029	383741
4029	156859
4029	57257
4031	148605
4031	365455
4031	413745
4031	529130
4031	439903
4031	364896
4031	434676
4090	321108
4090	510899
4090	246207
4090	257109
4090	421928
4090	518226
4090	226865
4119	172770
4119	142275
4119	255805
4119	128923
4200	38376
4200	111650
4200	341971
4200	486907
4200	104708
4271	197406
4271	217788
4271	157002
4271	58133
4271	358882
4279	50781
4282	10338
4282	426157
4282	503247
4282	254944
4282	353765
4282	145247
4282	242266
4285	514505
4285	334394
4290	413217
4290	534727
4290	419944
4290	523144
4290	307429
4290	36142
4298	506062
4298	529740
4298	463928
4388	347816
4462	455445
4462	534964
4462	382533
4462	23659
4462	291669
4462	90540
4533	249549
4533	449668
4533	370564
4533	102663
4533	144014
4533	545284
4533	167343
4534	540248
4534	519172
4537	397688
4537	240730
4537	206910
4537	450606
4537	384431
4537	291460
4577	201014
4577	478686
4675	40398
4675	368842
4675	320756
4743	233013
4744	449923
4744	419483
4744	300904
4744	337518
4745	526590
4745	422304
4745	227300
4745	536743
4745	134115
4746	44298
4746	236013
4746	532619
4746	341551
4746	167782
4748	171463
4748	104366
4749	9446
4753	100674
4759	131702
4759	442045
4759	474820
4759	133666
4759	353652
4759	392896
4761	191630
4761	122876
4763	5296
4763	44688
4763	446422
4763	369211
4763	405263
4765	450197
4767	394461
4767	200266
4767	360818
4818	515602
4818	132366
4818	467507
4818	300914
4818	342345
4818	114819
4822	404186
4822	406322
4884	211245
4884	348957
4884	364312
4884	514961
4884	334145
4884	540215
4884	284426
4925	459477
4925	281599
4925	312345
4925	156424
4925	366563
4925	158730
4925	93882
4927	6634
4927	99379
4927	33846
5133	291538
5133	305770
5133	327698
5205	535441
5205	479055
5357	455407
5357	538711
5357	419002
5357	514072
5357	539264
5384	66783
5466	25196
5466	62025
5552	298389
5552	525761
5552	430562
5568	308355
5654	327923
5654	113292
5654	322419
5654	454954
5654	130996
5654	533441
5777	322730
5777	353721
5777	177995
5777	211089
5777	338331
5780	8473
5780	359247
5780	76168
5780	51142
5806	484170
5806	405947
5806	137787
5806	127016
5808	110911
5916	415295
5916	136529
5996	348784
6085	295226
6085	324186
6085	478563
6085	524864
6085	257947
6255	4329
6255	213062
6255	331477
6255	539905
6255	77802
6255	314842
6255	421463
6292	212097
6292	87326
6292	226854
6292	23108
6292	24177
6317	48711
6317	453326
6362	414523
6524	68065
6524	400578
6524	443639
6525	282252
6525	313248
6525	226953
6529	361196
6529	410153
6529	56399
6529	182023
6531	420709
6531	390137
6531	38001
6531	499623
6533	164060
6533	524616
6533	103551
6533	348293
6533	172300
6554	187181
6554	282563
6554	368616
6599	181529
6599	272357
6606	137019
6606	535514
6606	417600
6609	141088
6609	346773
6609	462383
6609	36398
6609	176510
6609	406896
6609	197401
6611	66055
6611	352960
6611	109119
6611	6761
6630	311492
6630	49320
6630	288917
6630	374356
6630	61071
6630	432575
6630	292070
6631	316860
6631	50658
6631	524296
6631	224386
6635	15981
6635	274968
6653	469519
6653	327644
6697	500513
6697	174304
6697	31766
6697	547230
6697	394147
6697	11192
6739	143210
6739	404574
6739	9835
6749	130554
6749	71625
6753	233245
6754	326988
6756	288191
6756	514714
6756	501190
6756	103065
6760	59858
6760	52963
6760	234759
6760	446849
6763	280024
6763	236182
6763	310951
6763	437236
6763	278673
6763	28037
6763	90622
6766	20960
6766	114264
6766	24913
6766	487269
6769	499727
6774	217936
6774	476124
6774	28998
6774	136287
6815	143538
6815	36912
6815	531492
6815	8053
6819	477821
6819	258031
6819	468418
6819	281001
6821	169687
6821	74970
6821	245641
6821	319136
6821	323336
6821	279419
6821	122738
6827	170621
6827	239513
6827	490425
6827	363910
6827	150080
6827	296594
6853	440227
6853	258857
6853	57020
6853	386067
6853	197991
6853	138098
6909	42645
6909	173208
6909	191300
7118	216706
7118	78115
7118	449545
7118	209957
7118	64019
7118	304898
7184	508413
7184	39156
7184	525976
7184	185573
7223	241428
7223	273693
7223	304953
7223	405565
7223	260001
7223	432575
7223	451833
7258	100113
7258	349244
7258	275712
7258	393058
7258	185580
7338	439226
7338	65286
7343	101876
7344	122823
7524	422515
7524	264565
7524	389812
7524	512915
7524	257335
7587	471638
7587	535764
7587	544551
7587	484871
7587	159946
7590	262096
7590	355680
7590	175093
7590	544747
7590	47477
7590	247512
7590	13180
7591	194787
7594	450961
7594	462804
7594	467179
7640	372808
7640	101222
7640	137050
7640	170224
7640	248908
7640	459964
7660	252712
7681	54373
7681	261662
7681	366798
7681	201465
7681	10092
7681	438431
7683	142176
7683	154172
7683	38439
7683	188241
7683	536699
7683	495223
7683	369731
7685	513037
7685	154275
7685	184653
7685	236124
7685	157245
7685	484591
7686	535327
7686	259564
7686	319071
7686	532820
7686	139756
7689	34730
7689	238655
7689	189051
7703	471735
7703	16877
7705	7229
7705	346684
7705	394730
7707	95036
7786	192160
7786	82628
7786	297140
7786	476878
7786	230086
7786	416092
7807	327398
7807	197372
7807	517123
7807	343575
7807	1764
7826	360379
7826	374683
7826	301374
7917	357195
7917	342720
7917	67781
7917	435862
7917	466955
7917	128215
7917	342246
7940	5178
7940	76136
7940	19888
7947	244288
7947	345336
7947	526783
7947	184120
7947	401830
7947	57427
7948	503563
7948	131855
7948	20672
7948	153933
7948	524750
7950	226306
7950	448134
7950	531269
7950	319486
7950	154286
7951	219571
7951	112124
7951	108650
7951	68760
7951	21746
7951	310728
7953	432724
7953	42126
7953	56015
7953	432007
7953	495914
8200	275433
8200	268767
8200	370281
8200	127348
8200	460987
8201	324543
8201	214982
8202	4580
8202	429945
8202	314653
8211	4260
8213	469017
8248	353327
8248	290739
8248	311624
8248	63276
8248	404912
8253	190118
8253	28346
8253	95650
8324	209613
8324	286329
8324	272612
8324	170832
8324	172923
8324	397166
8326	306877
8327	159419
8329	126448
8333	402758
8333	375168
8333	155381
8334	110099
8334	423984
8334	299765
8334	444278
8336	455763
8336	448168
8338	510437
8338	243936
8338	461406
8338	330158
8338	365006
8338	286535
8339	258074
8339	279441
8339	542600
8339	271001
8339	29457
8398	395912
8446	230788
8446	444364
8645	198489
8645	259245
8645	39965
8645	34296
8645	324934
8645	273624
8719	430536
8719	301789
8719	143635
8719	521705
8726	206076
8726	45260
8726	289403
8726	210142
8726	99677
8858	71340
8858	22732
8858	150517
8858	67752
8858	493787
8875	363893
8875	404438
8875	371470
8875	313753
8875	256366
8875	337636
8882	50474
8882	49399
8882	160314
8882	132154
8882	206525
8882	361012
8887	504622
8887	429835
8887	365014
8887	302115
8887	159248
8887	17737
8887	170345
8917	38595
8917	538445
9120	392724
9120	35175
9120	24784
9120	78138
9120	244225
9121	300935
9121	415045
9121	297391
9121	326225
9121	292710
9132	236270
9132	357005
9132	101359
9132	525501
9132	33518
9132	438955
9132	412092
9182	492962
9246	189082
9246	342313
9247	279913
9247	519138
9250	42673
9250	133608
9250	255814
9250	269037
9250	323499
9250	527167
9252	47475
9252	12522
9252	29209
9254	437331
9254	358758
9262	448697
9262	286503
9262	6530
9262	152353
9262	388551
9264	413367
9264	145797
9264	444606
9265	345935
9265	435894
9265	249250
9268	177956
9268	213583
9268	264612
9268	161870
9269	384618
9269	287386
9269	26
9269	330903
9270	336588
9270	174846
9270	212172
9270	258708
9270	238016
